6.261670000000000000e+05,1.908000000000000000e+03,1.898000000000000000e+03,2.365000000000000000e+03
6.261870000000000000e+05,1.916000000000000000e+03,1.888000000000000000e+03,2.371000000000000000e+03
6.262070000000000000e+05,1.920000000000000000e+03,1.904000000000000000e+03,2.382000000000000000e+03
6.262270000000000000e+05,1.920000000000000000e+03,1.899000000000000000e+03,2.391000000000000000e+03
6.262470000000000000e+05,1.927000000000000000e+03,1.895000000000000000e+03,2.386000000000000000e+03
6.262670000000000000e+05,1.925000000000000000e+03,1.889000000000000000e+03,2.371000000000000000e+03
6.262870000000000000e+05,1.922000000000000000e+03,1.883000000000000000e+03,2.380000000000000000e+03
6.263070000000000000e+05,1.921000000000000000e+03,1.874000000000000000e+03,2.373000000000000000e+03
6.263270000000000000e+05,1.923000000000000000e+03,1.877000000000000000e+03,2.371000000000000000e+03
6.263470000000000000e+05,1.917000000000000000e+03,1.877000000000000000e+03,2.375000000000000000e+03
6.263670000000000000e+05,1.919000000000000000e+03,1.878000000000000000e+03,2.370000000000000000e+03
6.263870000000000000e+05,1.925000000000000000e+03,1.884000000000000000e+03,2.381000000000000000e+03
6.264070000000000000e+05,1.923000000000000000e+03,1.883000000000000000e+03,2.379000000000000000e+03
6.264270000000000000e+05,1.929000000000000000e+03,1.879000000000000000e+03,2.384000000000000000e+03
6.264470000000000000e+05,1.935000000000000000e+03,1.881000000000000000e+03,2.377000000000000000e+03
6.264670000000000000e+05,1.929000000000000000e+03,1.870000000000000000e+03,2.365000000000000000e+03
6.264870000000000000e+05,1.933000000000000000e+03,1.871000000000000000e+03,2.363000000000000000e+03
6.265070000000000000e+05,1.935000000000000000e+03,1.870000000000000000e+03,2.367000000000000000e+03
6.265270000000000000e+05,1.921000000000000000e+03,1.873000000000000000e+03,2.369000000000000000e+03
6.265470000000000000e+05,1.919000000000000000e+03,1.879000000000000000e+03,2.384000000000000000e+03
6.265670000000000000e+05,1.919000000000000000e+03,1.875000000000000000e+03,2.385000000000000000e+03
6.265880000000000000e+05,1.910000000000000000e+03,1.876000000000000000e+03,2.384000000000000000e+03
6.266080000000000000e+05,1.911000000000000000e+03,1.862000000000000000e+03,2.374000000000000000e+03
6.266280000000000000e+05,1.920000000000000000e+03,1.849000000000000000e+03,2.363000000000000000e+03
6.266480000000000000e+05,1.911000000000000000e+03,1.849000000000000000e+03,2.352000000000000000e+03
6.266680000000000000e+05,1.901000000000000000e+03,1.857000000000000000e+03,2.367000000000000000e+03
6.266880000000000000e+05,1.905000000000000000e+03,1.879000000000000000e+03,2.399000000000000000e+03
6.267080000000000000e+05,1.926000000000000000e+03,1.872000000000000000e+03,2.400000000000000000e+03
6.267280000000000000e+05,1.929000000000000000e+03,1.871000000000000000e+03,2.386000000000000000e+03
6.267480000000000000e+05,1.936000000000000000e+03,1.872000000000000000e+03,2.384000000000000000e+03
6.267680000000000000e+05,1.918000000000000000e+03,1.873000000000000000e+03,2.384000000000000000e+03
6.267880000000000000e+05,1.919000000000000000e+03,1.873000000000000000e+03,2.379000000000000000e+03
6.268080000000000000e+05,1.914000000000000000e+03,1.872000000000000000e+03,2.363000000000000000e+03
6.268280000000000000e+05,1.907000000000000000e+03,1.874000000000000000e+03,2.367000000000000000e+03
6.268480000000000000e+05,1.904000000000000000e+03,1.877000000000000000e+03,2.366000000000000000e+03
6.268680000000000000e+05,1.893000000000000000e+03,1.872000000000000000e+03,2.368000000000000000e+03
6.268880000000000000e+05,1.902000000000000000e+03,1.879000000000000000e+03,2.369000000000000000e+03
6.269080000000000000e+05,1.901000000000000000e+03,1.872000000000000000e+03,2.365000000000000000e+03
6.269280000000000000e+05,1.902000000000000000e+03,1.863000000000000000e+03,2.359000000000000000e+03
6.269480000000000000e+05,1.902000000000000000e+03,1.869000000000000000e+03,2.367000000000000000e+03
6.269680000000000000e+05,1.904000000000000000e+03,1.869000000000000000e+03,2.364000000000000000e+03
6.269880000000000000e+05,1.923000000000000000e+03,1.878000000000000000e+03,2.379000000000000000e+03
6.270080000000000000e+05,1.940000000000000000e+03,1.889000000000000000e+03,2.388000000000000000e+03
6.270280000000000000e+05,1.937000000000000000e+03,1.871000000000000000e+03,2.387000000000000000e+03
6.270480000000000000e+05,1.929000000000000000e+03,1.867000000000000000e+03,2.384000000000000000e+03
6.270680000000000000e+05,1.923000000000000000e+03,1.869000000000000000e+03,2.371000000000000000e+03
6.270880000000000000e+05,1.930000000000000000e+03,1.849000000000000000e+03,2.362000000000000000e+03
6.271080000000000000e+05,1.920000000000000000e+03,1.848000000000000000e+03,2.353000000000000000e+03
6.271280000000000000e+05,1.909000000000000000e+03,1.864000000000000000e+03,2.368000000000000000e+03
6.271480000000000000e+05,1.904000000000000000e+03,1.859000000000000000e+03,2.371000000000000000e+03
6.271680000000000000e+05,1.904000000000000000e+03,1.866000000000000000e+03,2.389000000000000000e+03
6.271880000000000000e+05,1.898000000000000000e+03,1.872000000000000000e+03,2.397000000000000000e+03
6.272080000000000000e+05,1.914000000000000000e+03,1.870000000000000000e+03,2.397000000000000000e+03
6.272280000000000000e+05,1.911000000000000000e+03,1.867000000000000000e+03,2.386000000000000000e+03
6.272480000000000000e+05,1.903000000000000000e+03,1.857000000000000000e+03,2.380000000000000000e+03
